,CPU,GPU
1,5.364418029785156e-05,0.0013399124145507812
2,0.00010991096496582031,0.0013544559478759766
3,0.00020360946655273438,0.0013692378997802734
4,0.00040268898010253906,0.0014424324035644531
5,0.0007994174957275391,0.0014438629150390625
6,0.0015795230865478516,0.0014405250549316406
7,0.003101825714111328,0.0013675689697265625
8,0.006194591522216797,0.0013823509216308594
9,0.01228475570678711,0.0014274120330810547
10,0.024669647216796875,0.001390695571899414
11,0.0494379997253418,0.0014224052429199219
12,0.09848403930664062,0.0014014244079589844
13,0.19607210159301758,0.0013761520385742188
14,0.3966498374938965,0.0014176368713378906
15,0.7823810577392578,0.0017466545104980469
16,1.5604331493377686,0.0017201900482177734
17,3.153034210205078,0.0019724369049072266
18,6.341801881790161,0.0019080638885498047
19,12.450941801071167,0.0019092559814453125
20,25.18367338180542,0.002008676528930664
21,inf,0.002122640609741211
22,inf,0.003285646438598633
23,inf,0.003938913345336914
24,inf,0.008222579956054688
