,CPU,GPU
1,1.7642974853515625e-05,0.000762939453125
2,1.9073486328125e-05,0.0007960796356201172
3,2.5272369384765625e-05,0.0007963180541992188
4,2.86102294921875e-05,0.0008025169372558594
5,4.172325134277344e-05,0.0008187294006347656
6,6.413459777832031e-05,0.0008056163787841797
7,0.00011539459228515625,0.0007963180541992188
8,0.00020575523376464844,0.0007975101470947266
9,0.00041484832763671875,0.0009796619415283203
10,0.0008158683776855469,0.0008084774017333984
11,0.0015861988067626953,0.0007958412170410156
12,0.003009796142578125,0.0008015632629394531
13,0.006296396255493164,0.0008096694946289062
14,0.012215375900268555,0.0009005069732666016
15,0.02449321746826172,0.0008358955383300781
16,0.047341108322143555,0.0008862018585205078
17,0.09602022171020508,0.0009911060333251953
18,0.1916043758392334,0.0011234283447265625
19,0.3718867301940918,0.0012984275817871094
20,0.7522497177124023,0.0013475418090820312
21,inf,0.0015628337860107422
22,inf,0.0019638538360595703
23,inf,0.002795696258544922
24,inf,0.004477024078369141
