,CPU,GPU
1,0.0003733634948730469,0.002485513687133789
2,0.0007431507110595702,0.002571582794189453
3,0.0015330314636230467,0.002595663070678711
4,0.0030198097229003906,0.0025653839111328125
5,0.005974292755126953,0.002593040466308593
6,0.011926651000976562,0.002600908279418945
7,0.02407312393188477,0.0025742053985595703
8,0.04752326011657715,0.002596378326416016
9,0.09450507164001463,0.0026092529296875
10,0.18923544883728027,0.002715110778808593
11,0.38182783126831055,0.0025429725646972656
12,0.7849974632263184,0.002620458602905273
13,1.523139238357544,0.002611398696899414
14,3.1060867309570312,0.0026535987854003906
15,6.263338088989258,0.002961397171020508
16,12.254865646362305,0.003407478332519531
17,24.71996784210205,0.004260063171386719
18,50.136351585388184,0.006110906600952149
19,98.54012489318848,0.009787321090698242
20,198.8687083721161,0.017592668533325195
