,CPU,GPU
1,0.00011730194091796875,0.012713432312011719
2,0.000209808349609375,0.012902975082397461
3,0.00038242340087890625,0.01272726058959961
4,0.0007364749908447266,0.013017892837524414
5,0.0014383792877197266,0.012542486190795898
6,0.0028200149536132812,0.012673616409301758
7,0.00556635856628418,0.01299905776977539
8,0.010896444320678711,0.012914657592773438
9,0.02285146713256836,0.013202667236328125
10,0.04551362991333008,0.013482093811035156
11,0.08618855476379395,0.013145923614501953
12,0.18152523040771484,0.013204574584960938
13,0.3552205562591553,0.013226747512817383
14,0.6908359527587891,0.014151573181152344
15,1.4360113143920898,0.014374971389770508
16,2.636549472808838,0.015186548233032227
17,5.3449225425720215,0.017117977142333984
18,10.88461947441101,0.018144845962524414
19,22.049938201904297,0.02620100975036621
20,42.04867196083069,0.0290069580078125
21,82.4801414012909,0.03284788131713867
22,167.67899203300476,0.03697609901428223
23,332.76681685447693,0.04638361930847168
24,690.9446144104004,0.0704338550567627
25,1340.077452659607,0.13215065002441406
