,CPU,GPU
1,0.0005977153778076173,0.02015901
2,0.0010864734649658203,0.02002978325
3,0.002035856246948242,0.01921772957
4,0.0039825439453125,0.02598452568
5,0.007740974426269531,0.01928710938
6,0.015134334564208984,0.01933121681
7,0.029881000518798825,0.02152585983
8,0.05952882766723633,0.01944971085
9,0.11999845504760742,0.0208773613
10,0.2389388084411621,0.01963949203
11,0.4747567176818848,0.01939892769
12,0.9504327774047852,0.02373504639
13,1.89361834526062,0.02087044716
14,3.806190490722656,0.02477073669
15,7.782993793487549,0.02082777023
16,16.748945474624634,0.0237660408
17,31.978928804397587,0.0303709507
18,64.40640950202942,0.04958128929
19,122.0871102809906,0.08977246284
20,244.47236680984497,0.1543793678
21,489.5952327251434,0.2992517948
22,985.4071931838988,0.5494382381
23,1942.6725807189941,1.196773052
24,3341.4623641967773,2.116221428
25,6760.9550704956055,4.241674662
