,CPU,GPU
1,0.00034332275390625,0.017263174057006836
2,0.0003991127014160156,0.017225980758666992
3,0.00043463706970214844,0.017671823501586914
4,0.0005578994750976562,0.01752638816833496
5,0.0007755756378173828,0.017168045043945312
6,0.0012218952178955078,0.017560482025146484
7,0.002201557159423828,0.01747274398803711
8,0.003956317901611328,0.0173952579498291
9,0.00794363021850586,0.017397642135620117
10,0.01559305191040039,0.0175323486328125
11,0.032282114028930664,0.017453670501708984
12,0.06385326385498047,0.017780780792236328
13,0.12633013725280762,0.017730236053466797
14,0.24283432960510254,0.017305850982666016
15,0.49718165397644043,0.017371416091918945
16,0.9893581867218018,0.01765155792236328
17,1.9638497829437256,0.017572402954101562
18,3.8909125328063965,0.0178070068359375
19,7.449171543121338,0.020188093185424805
20,15.133606433868408,0.027068376541137695
21,30.6163010597229,0.04056572914123535
22,58.91587591171265,0.06676888465881348
23,116.87536287307739,0.12222957611083984
24,238.8797640800476,0.22692656517028809
25,474.2064106464386,0.4361860752105713
